Molecule_1:CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1; Pred:0.0; Label:0
Molecule_1671:O=C(O)/C=C\c1cccc([N+](=O)[O-])c1; Pred:0.0; Label:1
Molecule_1672:COc1ccc(CON(OC(C)=O)C(=O)c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_1673:CCCNN; Pred:1.0; Label:1
Molecule_1674:c1ccc2n[nH]nc2c1; Pred:0.0; Label:1
Molecule_1675:COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12; Pred:1.0; Label:1
Molecule_1676:CCCCN(C[C@H](CO)Cc1ccccc1)N=O; Pred:1.0; Label:1
Molecule_1677:COc1cc2c(cc1OC)CN(N=O)CC2; Pred:1.0; Label:1
Molecule_1678:c1ccc2c(c1)c1ccccc1c1ccccc21; Pred:1.0; Label:1
Molecule_1679:O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c12; Pred:1.0; Label:1
Molecule_1680:CC(C)(COCC1CO1)COCC1CO1; Pred:1.0; Label:1
Molecule_1681:Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_1682:O=[N+]([O-])c1cc([N+](=O)[O-])c2cccc3c2c1-c1ccccc1-3; Pred:1.0; Label:1
Molecule_1683:CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1; Pred:1.0; Label:1
Molecule_1684:C/C=C1\C[C@@H](C)[C@@](C)(OC(C)=O)C(=O)OCC2=C3[C@@H](CC[N+]3(C)C=C2)OC1=O; Pred:1.0; Label:1
Molecule_1685:CC(C)c1ccc(/C=C/c2ccc(N)cc2)cc1; Pred:1.0; Label:1
Molecule_1686:CCCCNNCCCC; Pred:1.0; Label:1
Molecule_1687:COc1cc([N+](=O)[O-])ccc1NC(C)=O; Pred:1.0; Label:1
Molecule_1688:O=[N+]([O-])c1cc(Cl)ccc1Cl; Pred:0.0; Label:1
Molecule_1689:OC(CCl)CCl; Pred:1.0; Label:1
Molecule_1690:O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1; Pred:1.0; Label:1
Molecule_1691:CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C; Pred:1.0; Label:1
Molecule_1692:O=[N+]([O-])c1ccc2oc3ccc([N+](=O)[O-])cc3c2c1; Pred:1.0; Label:1
Molecule_1693:COC(=O)C1=CCCN(N=O)C1; Pred:1.0; Label:1
Molecule_1694:Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12; Pred:1.0; Label:1
Molecule_1695:CC(=O)Nc1nc2c3cccnc3ccc2n1C; Pred:1.0; Label:1
Molecule_1696:CCCCc1c(N)ccc2c1Cc1ccccc1-2; Pred:1.0; Label:1
Molecule_1697:Nc1ccc2c(n1)[nH]c1ccccc12; Pred:1.0; Label:1
Molecule_1698:COc1ccc(CCC2CO2)cc1; Pred:1.0; Label:1
Molecule_1699:c1ccc(Cn2ccnc2)cc1; Pred:0.0; Label:1
Molecule_1700:CI; Pred:1.0; Label:1
Molecule_1701:O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)C(F)(F)F; Pred:1.0; Label:1
Molecule_1702:C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@H]1C[C@H]3O; Pred:1.0; Label:1
Molecule_1703:C[n+]1c2ccccc2cc2c(N)cccc21; Pred:1.0; Label:1
Molecule_1704:O=[N+]([O-])c1ccc2ccc3c(O)ccc4c5ccccc5c1c2c34; Pred:1.0; Label:1
Molecule_1705:CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1; Pred:1.0; Label:1
Molecule_1706:Fc1ccc2cccnc2c1F; Pred:1.0; Label:1
Molecule_1707:O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21; Pred:1.0; Label:1
Molecule_1708:COc1ccc(/C=C/c2ccc(N)cc2)cc1; Pred:1.0; Label:1
Molecule_1709:N[C@@H]1CCCCN1.[Pt+2]; Pred:1.0; Label:1
Molecule_1710:NC(=O)Nc1nc2ccccc2[nH]1; Pred:0.0; Label:1
Molecule_1711:O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1; Pred:1.0; Label:1
Molecule_1712:CC(=O)Nc1ccc2c(=O)c(=O)c3cccc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1713:O=c1[nH]c(=O)n([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1CO; Pred:1.0; Label:1
Molecule_1714:Clc1ccccn1; Pred:1.0; Label:1
Molecule_1715:COP(=O)(OC)OC=C(Cl)Cl; Pred:0.0; Label:1
Molecule_1716:Nc1ccc2ccccc2n1; Pred:1.0; Label:1
Molecule_1717:O=[N+]([O-])c1ccc(Nc2ccc(Cl)cc2)cc1; Pred:0.0; Label:1
Molecule_1718:CCCCCCN(N=O)C(=N)N[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_1719:C/C=C(/Br)C1=C(Cl)C(=O)C23CC2C(C)(C)OC3(O)C1=O; Pred:1.0; Label:1
Molecule_1720:O[C@@H]1c2ccc3cc4ccc5ccccc5c4nc3c2[C@H]2O[C@H]2[C@@H]1O; Pred:1.0; Label:1
Molecule_1721:Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1; Pred:1.0; Label:1
Molecule_1722:ClCC1CO1; Pred:1.0; Label:1
Molecule_1723:CCOC(C)C(=O)C(O)O; Pred:1.0; Label:1
Molecule_1724:Cc1ccc(NCCCl)cc1; Pred:1.0; Label:1
Molecule_1725:NCCNCCNCCN; Pred:1.0; Label:1
Molecule_1726:O=C(O)/C(Cl)=C(\CO)C(Cl)Cl; Pred:1.0; Label:1
Molecule_1727:c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34; Pred:1.0; Label:1
Molecule_1728:Cc1c(N)nc(C)c2c1[nH]c1ccccc12; Pred:1.0; Label:1
Molecule_1729:O=C1OCC(CBr)=C1Cl; Pred:1.0; Label:1
Molecule_1730:Nc1cccc2ncccc12; Pred:1.0; Label:1
Molecule_1731:CN(Cc1ccc(C#N)cc1)N=O; Pred:1.0; Label:1
Molecule_1732:COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3; Pred:1.0; Label:1
Molecule_1733:CCN(CCCl)CCCNc1c2ccccc2nc2ccccc12; Pred:1.0; Label:1
Molecule_1734:NC(=O)NO; Pred:1.0; Label:1
Molecule_1735:O=C(Cl)C(Cl)(Cl)Cl; Pred:1.0; Label:1
Molecule_1736:COC(=O)C(Cl)Cl; Pred:1.0; Label:1
Molecule_1737:CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_1738:CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12; Pred:1.0; Label:1
Molecule_1739:Cc1ccc2nc3n(C)c4ccc(C)cc4c(C)c-3c2c1; Pred:1.0; Label:1
Molecule_1740:O=[N+]([O-])c1ccc(-c2cscn2)o1; Pred:1.0; Label:1
Molecule_1741:Cc1cc2ccccc2c2ccc3c(c12)[C@H]1O[C@H]1[C@@H](O)[C@H]3O; Pred:1.0; Label:1
Molecule_1742:CCCC/C=C/C=C/C=C/C=C/C=C/OC; Pred:1.0; Label:1
Molecule_1743:O=NN(CCCl)C(=O)NCCCl; Pred:1.0; Label:1
Molecule_1744:O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21; Pred:1.0; Label:1
Molecule_1745:CNc1ccc2nc(C)cnc2c1C; Pred:1.0; Label:1
Molecule_1746:CCCCCC(=O)/N=c1\sn(C(=O)CCCCC)c2ccc([N+](=O)[O-])cc12; Pred:1.0; Label:1
Molecule_1747:C=CC(=O)OCC(Br)CBr; Pred:1.0; Label:1
Molecule_1748:O=[N+]([O-])c1c2ccccc2cc2ccccc12; Pred:1.0; Label:1
Molecule_1749:ClCCBr; Pred:1.0; Label:1
Molecule_1750:N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1; Pred:0.0; Label:1
Molecule_1751:CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21; Pred:1.0; Label:1
Molecule_1752:CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1; Pred:1.0; Label:1
Molecule_1753:c1ccc2cc3c(cc2c1)c1c(c2ccccc23)O1; Pred:1.0; Label:1
Molecule_1754:Fc1cnc2ccc3cccnc3c2c1; Pred:1.0; Label:1
Molecule_1755:CCCCCON=O; Pred:1.0; Label:1
Molecule_1756:O=C(O)C(Br)Br; Pred:1.0; Label:1
Molecule_1757:O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccccc1; Pred:1.0; Label:1
Molecule_1758:NNc1nncc2cccnc12; Pred:1.0; Label:1
Molecule_1759:Nc1ccc(Cl)cc1[N+](=O)[O-]; Pred:0.0; Label:1
Molecule_1760:O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl; Pred:0.0; Label:1
Molecule_1761:CNc1ccc2ncc(C)nc2c1C; Pred:1.0; Label:1
Molecule_1762:O=S1(=O)c2cccc3ccc4c5ccccc5cc1c4c23; Pred:1.0; Label:1
Molecule_1763:COc1ccc(-c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)[nH]2)cc1; Pred:1.0; Label:1
Molecule_1764:CC(=O)c1ccc(NO)cc1; Pred:1.0; Label:1
Molecule_1765:Nc1cccc2c1-c1cccc3cccc-2c13; Pred:1.0; Label:1
Molecule_1766:ClC(Cl)C(Cl)Cl; Pred:1.0; Label:1
Molecule_1767:O=[N+]([O-])c1ccc2c([N+](=O)[O-])cc3c([N+](=O)[O-])cccc3c2c1; Pred:1.0; Label:1
Molecule_1768:O=[N+]([O-])c1ccccc1OS(=O)(=O)c1cccc2cccnc12; Pred:1.0; Label:1
Molecule_1769:Nc1nc2ccc([N+](=O)[O-])cc2s1; Pred:1.0; Label:1
Molecule_1770:BrCc1c2ccccc2cc2ccccc12; Pred:1.0; Label:1
Molecule_1771:CC(=O)ON(OCc1ccccc1)C(=O)c1ccccc1; Pred:1.0; Label:1
Molecule_1772:O=Nc1ccc(Sc2ccccc2)cc1; Pred:1.0; Label:1
Molecule_1773:C[C@H](C(=O)OC(C)(C)C)N(N=[N+]=[N-])C(=O)OC(C)(C)C; Pred:1.0; Label:1
Molecule_1774:O=[N+]([O-])c1c(O)ccc2ccccc12; Pred:1.0; Label:1
Molecule_1775:O=[N+]([O-])c1ccc(OC[C@@H]2CO2)cc1; Pred:1.0; Label:1
Molecule_1776:Nc1ccc(O)c2c1C(=O)C=CC2=O; Pred:1.0; Label:1
Molecule_1777:CCN(CC)c1ccc(N=O)cc1; Pred:1.0; Label:1
Molecule_1778:Cc1cc2ccccc2c2cc3c(cc12)C=C[C@H](O)[C@H]3O; Pred:1.0; Label:1
Molecule_1779:Nc1cccc2c1ccc1ccccc12; Pred:1.0; Label:1
Molecule_1780:CC[NH+](CCCl)CCC[NH2+]c1c2ccccc2nc2c(OC)cccc12; Pred:1.0; Label:1
Molecule_1781:ClCc1cccc2c1-c1cccc3cccc-2c13; Pred:1.0; Label:1
Molecule_1782:Cc1ccc2nc(N)[nH]c2c1; Pred:1.0; Label:1
Molecule_1783:[N-]=[N+]=Nc1ccc2c(Nc3ccc(NS(=O)(=O)CCCN)cc3)c3ccc(N=[N+]=[N-])cc3nc2c1; Pred:1.0; Label:1
Molecule_1784:O=[N+]([O-])c1cccc(S(=O)(=O)OC[C@H]2CO2)c1; Pred:1.0; Label:1
Molecule_1785:COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3OC1CC(N)C(O)C(C)O1; Pred:1.0; Label:1
Molecule_1786:CCn1c(N)nc2c3ncc(C)nc3ccc21; Pred:1.0; Label:1
Molecule_1787:O=[N+]([O-])c1ccc(-c2ccccc2)c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1788:CCNNCC; Pred:1.0; Label:1
Molecule_1789:[N-]=[N+]=NC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O; Pred:1.0; Label:1
Molecule_1790:O=[N+]([O-])c1cnc(CO)n1CCO; Pred:1.0; Label:1
Molecule_1791:CN(C)c1ccc(/N=N/c2ccc3ccccc3c2)cc1; Pred:1.0; Label:1
Molecule_1792:Cc1ccc2c(ccc3cc4ccccc4cc32)c1; Pred:1.0; Label:1
Molecule_1793:ClCC(Cl)COCC(Cl)CCl; Pred:1.0; Label:1
Molecule_1794:COc1ccc2nc(N)sc2c1; Pred:1.0; Label:1
Molecule_1795:Cc1cnc2c(C)c(C)c3c(nc(N)n3C)c2n1; Pred:1.0; Label:1
Molecule_1796:Cc1ccc2nsc(NC(=O)C(Cl)(Cl)Cl)c2c1; Pred:1.0; Label:1
Molecule_1797:COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1; Pred:1.0; Label:1
Molecule_1798:c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12; Pred:1.0; Label:1
Molecule_1799:[Ag]I; Pred:1.0; Label:1
Molecule_1800:CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1; Pred:1.0; Label:1
Molecule_1801:CC1c2cc(F)ccc2-c2ccc(F)cc21; Pred:1.0; Label:1
Molecule_1802:Cl[Pt-2](Cl)(Cl)Cl; Pred:1.0; Label:1
Molecule_1803:ClCc1ccc2c(c1)-c1cccc3cccc-2c13; Pred:1.0; Label:1
Molecule_1804:O=C(Nc1ccc([N+](=O)[O-])cc1)c1csc([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1805:Cc1ccc([N-][N+](=O)c2ccc(C)c(N)c2)cc1N; Pred:1.0; Label:1
Molecule_1806:O=C(OCC1CO1)c1cccc(C(=O)OCC2CO2)c1; Pred:1.0; Label:1
Molecule_1807:O=Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_1808:O=C(CBr)NCc1ccccc1; Pred:1.0; Label:1
Molecule_1809:CCCCCCCCCCCCN(C)N=O; Pred:1.0; Label:1
Molecule_1810:CCCCB(CCCC)CCCC; Pred:1.0; Label:1
Molecule_1811:CN(C)CCNC(=O)c1cccc2c1Oc1ccccc1O2; Pred:1.0; Label:1
Molecule_1812:COC(=O)C12C[C@]1(C=O)C(C=O)=C[C@@H]1CC(C)(C)C[C@@H]12; Pred:1.0; Label:1
Molecule_1813:CC(=O)ON(OCc1ccc(Cl)cc1)C(=O)c1ccccc1; Pred:1.0; Label:1
Molecule_1814:COc1cc2c(c3oc4cccc(OC(C)=O)c4c(=O)c13)C1C=COC1O2; Pred:1.0; Label:1
Molecule_1815:O=[N+]([O-])c1ccccc1SSC(Cl)=C(Cl)Cl; Pred:1.0; Label:1
Molecule_1816:Cc1cc2c(nc(N)n2C)c2nc(-c3ccccc3)cnc12; Pred:1.0; Label:1
Molecule_1817:O=C(Nc1cccc2c1C(=O)c1cccc(Cl)c1C2=O)c1ccccc1; Pred:1.0; Label:1
Molecule_1818:CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_1819:COC1=CC(=O)c2c(nc(C)c3c2[nH]c2ccccc23)C1=O; Pred:1.0; Label:1
Molecule_1820:COc1nsc2ccc(OCC3CO3)cc12; Pred:1.0; Label:1
Molecule_1821:CCC(C)=[N+]([O-])[O-]; Pred:1.0; Label:1
Molecule_1822:Fc1cc(F)c2cccnc2c1; Pred:1.0; Label:1
Molecule_1823:CC1=CNc2ccc3c(nc(N=O)n3C)c2N1; Pred:1.0; Label:1
Molecule_1824:COc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1; Pred:1.0; Label:1
Molecule_1825:COS(=O)(=O)C(F)(F)F; Pred:1.0; Label:1
Molecule_1826:COc1c(O)cc2c3c1-c1ccccc1C[C@H]3N(C)CC2; Pred:1.0; Label:1
Molecule_1827:CCOC(=O)CC1OCCc2c1[nH]c1c(CC)cc(O)cc21; Pred:0.0; Label:1
Molecule_1828:CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1; Pred:0.0; Label:1
Molecule_1829:O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1; Pred:1.0; Label:1
Molecule_1830:CN(N=O)C(=O)N[C@@H]1[C@@H](O)O[C@@H](CO)[C@@H](O)[C@@H]1O; Pred:1.0; Label:1
Molecule_1831:CC(C)CCC[C@H](C)[C@H]1CC[C@H]2[C@@H]3C=CC4(OO)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C; Pred:1.0; Label:1
Molecule_1832:Nc1nc(N)nc(-c2ccc([N+](=O)[O-])o2)n1; Pred:1.0; Label:1
Molecule_1833:O=C(CCl)Nc1snc2ccc(Cl)cc12; Pred:1.0; Label:1
Molecule_1834:CN(C)CCNC(=O)c1cccn2c(=O)c3ccccc3nc12; Pred:1.0; Label:1
Molecule_1835:CN(C)CCCCl; Pred:1.0; Label:1
Molecule_1836:O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1837:C1=Cc2c(ccc3ccc4ccccc4c23)C1; Pred:1.0; Label:1
Molecule_1838:O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32; Pred:1.0; Label:1
Molecule_1839:Cc1c(C)c2c(nc(N)n2C)c2nccnc12; Pred:1.0; Label:1
Molecule_1840:O=CN(O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1; Pred:1.0; Label:1
Molecule_1841:Nc1ccc(N)c2c1C(=O)c1cccc([N+](=O)[O-])c1C2=O; Pred:1.0; Label:1
Molecule_1842:O[C@@H]1[C@@H]2O[C@@H]2c2c(ccc3cccnc23)[C@H]1O; Pred:1.0; Label:1
Molecule_1843:CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1; Pred:1.0; Label:1
Molecule_1844:Cc1cccn2c1nc1ccc(N)nc12; Pred:1.0; Label:1
Molecule_1845:Nc1cc([N+](=O)[O-])ccc1CO; Pred:1.0; Label:1
Molecule_1846:CC(C)[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_1847:O=C(OCc1ccc([N+](=O)[O-])cc1)c1ccccc1; Pred:1.0; Label:1
Molecule_1848:O=C(OCCBr)C(O)C(O)C(=O)OCCBr; Pred:1.0; Label:1
Molecule_1849:O=[N+]([O-])c1c(O)cc2c3c(cccc13)-c1ccccc1-2; Pred:1.0; Label:1
Molecule_1850:Cc1cn(CC(O)CN=[N+]=[N-])c(=O)[nH]c1=O; Pred:1.0; Label:1
Molecule_1851:COP(=O)(OC)OC; Pred:0.0; Label:1
Molecule_1852:O=[N+]([O-])c1ccc2c3c(ccc([N+](=O)[O-])c13)-c1ccccc1-2; Pred:1.0; Label:1
Molecule_1853:c1ccc2c(c1)ccc1c3ccccc3ccc21; Pred:1.0; Label:1
Molecule_1854:O=Nn1cnc(CC(=O)NO)c1; Pred:1.0; Label:1
Molecule_1855:Oc1cccc2cc3c4ccccc4c4ccccc4c3cc12; Pred:1.0; Label:1
Molecule_1856:Cc1ccc2nc3c(ccc4ccccc43)cc2c1; Pred:1.0; Label:1
Molecule_1857:c1ccc2c(c1)cc1c3ccccc3c3cccc4ccc2c1c43; Pred:1.0; Label:1
Molecule_1858:Nc1ccc2c(c1)Cc1ccccc1-2; Pred:1.0; Label:1
Molecule_1859:Nc1c2ccccc2nc2ccc(I)cc12; Pred:1.0; Label:1
Molecule_1860:Cn1c(N)nc2nc3ccccc3cc21; Pred:1.0; Label:1
Molecule_1861:C=Cc1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_1862:Cc1ccc2c(=O)c3cccc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1863:c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54; Pred:1.0; Label:1
Molecule_1864:CC(=O)Nc1cccc(N)c1C(=O)O; Pred:0.0; Label:1
Molecule_1865:Nc1cccc2cccc(S(=O)(=O)O)c12; Pred:1.0; Label:1
Molecule_1866:CS(=O)(=O)N1C2c3ccccc3-c3ccccc3C21; Pred:1.0; Label:1
Molecule_1867:Cc1cnc2c(n1)c(C)c(C)c1c2nc(N)n1C; Pred:1.0; Label:1
Molecule_1868:Cn1c(CC(=O)OCCCl)c(C(=O)O)c2ccccc21; Pred:0.0; Label:1
Molecule_1869:C[n+]1c2ccccc2cc2ccccc21; Pred:1.0; Label:1
Molecule_1870:COCC(O)Cn1cc([N+](=O)[O-])nc1Cl; Pred:1.0; Label:1
Molecule_1871:O=c1c2nc3ccccc3c-2n[nH]n1/N=C/c1ccc(Cl)cc1; Pred:1.0; Label:1
Molecule_1872:Cc1cc2c(nc1NO)[nH]c1ccccc12; Pred:1.0; Label:1
Molecule_1873:O=[N+]([O-])c1ccc2[nH]ccc2c1; Pred:1.0; Label:1
Molecule_1874:O=NN(CCO)CC(=O)O; Pred:1.0; Label:1
Molecule_1875:CCCCCCCCCCSC[n+]1ccn(C)c1; Pred:0.0; Label:1
Molecule_1876:Cc1cccc2cccc([N+](=O)[O-])c12; Pred:1.0; Label:1
Molecule_1877:CCC(Cl)[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_1878:O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)CCCC4O; Pred:1.0; Label:1
Molecule_1879:COc1cc(O)c2c(O)c3c(=O)oc(C)cc3c(OC)c2c1; Pred:1.0; Label:1
Molecule_1880:O=[N+]([O-])c1ccc(-c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1881:O=[Cr](=O)([O-])[O-]; Pred:1.0; Label:1
Molecule_1882:BrCc1ccc2c(c1)-c1cccc3cccc-2c13; Pred:1.0; Label:1
Molecule_1883:OC(O)C(Cl)(Cl)Cl; Pred:0.0; Label:1
Molecule_1884:COC(=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12; Pred:1.0; Label:1
Molecule_1885:Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O; Pred:1.0; Label:1
Molecule_1886:c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1; Pred:0.0; Label:1
Molecule_1887:Cn1cnc2c(N)ncnc21; Pred:1.0; Label:1
Molecule_1888:O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1889:O=NN(Cc1ccccc1)Cc1ccccc1; Pred:1.0; Label:1
Molecule_1890:Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1; Pred:1.0; Label:1
Molecule_1891:BrCc1c2ccccc2c2ccc3cccc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1892:O=C(C(Cl)Cl)C(Cl)(Cl)Cl; Pred:1.0; Label:1
Molecule_1893:[NH3+]c1cc([N+](=O)[O-])cc(Cl)c1O; Pred:0.0; Label:1
Molecule_1894:CC(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_1895:Cc1cccn2c1nc1ccc(NO)nc12; Pred:1.0; Label:1
Molecule_1896:Cc1cccc(C)c1C; Pred:1.0; Label:1
Molecule_1897:ClCC(Br)CBr; Pred:1.0; Label:1
Molecule_1898:CCC1(c2ccccc2)C(=O)NCNC1=O; Pred:1.0; Label:1
Molecule_1899:O=CC(=C(Cl)Cl)C(Cl)Cl; Pred:1.0; Label:1
Molecule_1900:O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1901:O=[N+]([O-])c1cc2[nH]c3ccc4c(O)cccc4c3c2c2ccccc12; Pred:1.0; Label:1
Molecule_1902:CC12OOC1Oc1ccccc12; Pred:1.0; Label:1
Molecule_1903:ONc1cccc2ccccc12; Pred:1.0; Label:1
Molecule_1904:Nc1ncnc2nc[nH]c12; Pred:1.0; Label:1
Molecule_1905:Nc1cc([N+](=O)[O-])c(CO)c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1906:CNC(=O)Oc1cc2ccccc2c2ccccc12; Pred:1.0; Label:1
Molecule_1907:COC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_1908:CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21; Pred:1.0; Label:1
Molecule_1909:O=[N+]([O-])c1ccc2c3cccc4cccc(c5cccc1c52)c43; Pred:1.0; Label:1
Molecule_1910:CCCC/N=N/C(C)(C)OO; Pred:1.0; Label:1
Molecule_1911:Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1; Pred:1.0; Label:1
Molecule_1912:Nc1cc([N+](=O)[O-])ccc1C(=O)O; Pred:1.0; Label:1
Molecule_1913:O=S1(=O)CCCO1; Pred:1.0; Label:1
Molecule_1914:NNc1nc(-c2ccc(N)cc2)cs1; Pred:1.0; Label:1
Molecule_1915:NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1; Pred:1.0; Label:1
Molecule_1916:Cc1nc2c3c(ccc4ccc(O)cc43)ccc2n1C; Pred:1.0; Label:1
Molecule_1917:Cl/C=C(\Cl)SCc1ccccc1; Pred:1.0; Label:1
Molecule_1918:O=[N+]([O-])c1cccc2c1-c1cccc3cccc-2c13; Pred:1.0; Label:1
Molecule_1919:O=CC1=CCCC2CC12C=O; Pred:1.0; Label:1
Molecule_1920:O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccc(Cl)cc12; Pred:1.0; Label:1
Molecule_1921:O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2c2ccccc12; Pred:1.0; Label:1
Molecule_1922:O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O; Pred:1.0; Label:1
Molecule_1923:O=[N+]([O-])c1ccc2ccc3c4ccccc4cc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1924:N#C[Se]Cc1ccccc1; Pred:1.0; Label:1
Molecule_1925:Nc1nccc2[nH]c3ccccc3c12; Pred:1.0; Label:1
Molecule_1926:COc1ccccc1CC1CO1; Pred:1.0; Label:1
Molecule_1927:Cl[Al](Cl)Cl; Pred:1.0; Label:1
Molecule_1928:OCCNc1ccc(/N=N/c2ccc(NCCO)cc2)cc1; Pred:1.0; Label:1
Molecule_1929:COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3; Pred:1.0; Label:1
Molecule_1930:O=C1C=Cc2ccc3c(ccc4ccccc43)c2C1=O; Pred:0.0; Label:1
Molecule_1931:Oc1cccc2c1ccc1c3c4c(cccc4cc12)C=C3; Pred:1.0; Label:1
Molecule_1932:CN(C)CCNC(=O)c1cccn2cc(-c3ccccc3)nc12; Pred:1.0; Label:1
Molecule_1933:CNc1ccc(/N=N/c2ccc3ncsc3c2)cc1; Pred:1.0; Label:1
Molecule_1934:O=[N+]([O-])c1ccc2ccc3cccc4c(O)cc1c2c34; Pred:1.0; Label:1
Molecule_1935:O=C1c2ccccc2C(=O)N1CCl; Pred:1.0; Label:1
Molecule_1936:CCCCCCOCC1CO1; Pred:1.0; Label:1
